sex_male,race_white,employed_yes,years_experience,experience_category,referred,a_levels,gcse,russel_group,honours,years_volunteer,income,it_skills,years_holes,quality_cv
1,0,1,6,>=6,1,4,9,1,0,1,41636.525189986256,3,0,3
1,1,0,3,2-4,1,3,9,0,0,0,34408.983025136884,1,0,2
1,0,0,1,0-2,1,3,6,0,0,0,63497.81344302022,1,0,2
0,1,1,1,0-2,1,2,8,0,0,0,65703.71963303332,0,0,3
0,1,0,2,2-4,1,2,9,0,0,0,12640.239685433044,2,0,1
1,0,0,6,>=6,0,3,6,0,1,3,34276.13250113001,3,1,2
0,0,1,4,4-6,1,2,5,0,0,0,48558.22142224767,0,1,3
0,0,1,1,0-2,0,3,8,0,1,0,62796.50323683595,0,0,3
1,0,1,3,2-4,1,3,6,0,0,2,30956.996404513688,1,1,3
1,1,1,3,2-4,1,2,7,0,1,0,71670.33753901225,3,0,2
0,0,0,0,0-2,0,2,6,0,0,2,39523.77966758693,0,0,1
1,0,0,4,4-6,1,1,6,0,0,0,36098.18081259949,2,0,1
0,0,0,3,2-4,1,1,6,0,1,1,55113.20758567052,0,1,1
0,1,0,2,2-4,1,2,5,0,0,0,23764.244856464757,2,0,1
1,0,1,7,>=6,0,2,7,0,0,0,39804.860702477294,3,0,2
0,1,0,4,4-6,0,3,7,0,0,0,996.484264919487,0,0,0
1,1,0,2,2-4,1,3,7,0,1,1,16609.893231973027,1,0,2
1,0,1,3,2-4,0,2,5,0,1,0,34329.16226951039,3,0,3
1,0,1,6,>=6,1,4,5,1,0,2,37039.839512296305,1,0,2
1,1,0,3,2-4,1,3,8,0,0,0,30600.041610164335,1,0,0
0,1,0,1,0-2,0,3,9,0,0,1,27502.6272381147,0,0,3
1,0,1,6,>=6,1,2,8,0,1,3,16662.868726361827,3,0,1
0,0,1,2,2-4,1,2,9,0,0,0,19049.175900575952,0,1,1
0,0,0,1,0-2,1,3,6,0,1,2,53400.76832110139,2,0,3
1,0,1,6,>=6,0,2,8,0,0,1,32225.52910282052,3,0,2
0,0,1,6,>=6,1,1,4,0,0,4,14474.463438441006,1,0,2
0,0,0,0,0-2,0,2,5,0,0,2,23608.756615576327,0,1,2
1,0,1,6,>=6,1,1,4,0,0,1,53569.617719866284,2,0,2
0,0,0,2,2-4,0,1,3,0,0,0,33147.82195058378,0,1,1
0,0,0,2,2-4,0,0,6,0,0,1,18943.89983196894,1,1,2
0,1,1,5,4-6,0,3,5,0,1,0,63449.32468777329,1,0,2
1,0,0,3,2-4,0,0,3,0,0,1,1811.3825365565099,2,0,2
0,0,1,2,2-4,1,4,9,1,1,0,25455.46370873692,1,0,1
1,1,0,3,2-4,1,2,6,0,0,0,24733.756450886354,1,0,2
0,0,1,4,4-6,0,2,4,0,0,0,48594.32055693722,1,0,0
1,0,0,2,2-4,1,1,5,0,0,0,15729.474764493194,3,2,2
0,1,0,1,0-2,0,1,6,0,0,2,46133.01825378429,1,1,2
1,0,0,1,0-2,0,1,3,0,0,0,43342.313042699665,1,1,3
0,0,1,5,4-6,1,2,8,0,1,0,44047.24014410141,3,3,3
0,0,0,1,0-2,0,1,6,0,0,0,32013.205660519416,0,2,2
1,0,0,1,0-2,1,2,7,0,1,0,29406.347262935557,3,2,3
0,1,1,1,0-2,0,2,6,0,1,0,18596.990009299145,0,1,1
1,0,1,6,>=6,1,2,5,0,0,0,45706.06908334221,3,0,2
1,0,0,2,2-4,0,2,4,0,0,1,39639.29625467798,3,0,2
1,0,1,4,4-6,1,3,9,0,0,2,39350.85529116914,3,0,1
1,0,0,3,2-4,1,4,9,0,0,0,19008.08524761952,3,1,3
1,1,1,7,>=6,1,4,10,1,0,1,45956.04178057376,2,0,3
1,0,0,3,2-4,0,2,4,0,0,1,48104.35356059533,2,1,3
1,1,1,4,4-6,1,4,8,1,0,2,18621.724163684667,3,0,2
1,0,1,4,4-6,0,2,5,0,1,0,61698.602679629534,2,0,1
1,0,1,9,>=6,1,1,4,0,0,0,66515.56000150114,2,0,0
0,1,0,3,2-4,0,1,3,0,0,0,31574.90549848817,0,2,0
0,0,1,3,2-4,1,2,9,0,0,0,45443.27786958763,2,0,3
1,0,1,6,>=6,1,3,7,0,1,0,52047.66315533221,3,1,2
1,1,1,2,2-4,1,3,6,0,0,2,36721.03408990281,3,0,3
1,1,1,4,4-6,1,3,7,0,0,1,12625.544113796252,3,0,2
1,1,1,5,4-6,1,3,8,0,1,1,29954.1960810797,3,0,2
1,1,1,3,2-4,1,4,8,0,1,0,33838.884583626874,2,0,3
0,0,0,3,2-4,0,1,4,0,0,0,5609.642795298518,0,0,3
1,1,0,6,>=6,1,3,7,0,0,1,22639.438765816718,1,1,1
0,0,1,1,0-2,1,2,5,0,0,0,22925.591787477657,1,0,2
1,0,0,4,4-6,0,2,6,0,1,2,17911.51677481481,2,0,1
1,1,1,3,2-4,1,3,6,0,1,2,47219.29071778318,3,0,3
1,0,0,1,0-2,1,3,4,0,0,0,27474.585104706526,2,2,1
1,1,0,0,0-2,1,1,7,0,0,0,38064.171703593645,2,0,1
0,1,0,1,0-2,0,4,6,0,0,0,44401.53674677975,1,0,2
0,1,1,5,4-6,0,3,5,0,1,0,29566.49411198309,1,0,0
1,0,1,4,4-6,1,2,6,0,0,0,25558.697217268724,3,0,2
0,1,0,2,2-4,0,1,7,0,0,2,49574.38199182544,1,1,2
1,1,0,0,0-2,1,2,6,0,0,0,21295.041297349868,1,0,1
0,0,1,3,2-4,0,2,6,0,1,1,13124.271277259333,1,1,1
0,1,1,3,2-4,0,4,8,1,1,1,40349.69591145573,0,2,2
0,1,1,6,>=6,1,2,6,0,1,1,3454.9543345054917,2,1,2
0,1,1,4,4-6,1,2,6,0,0,1,46157.70577629079,2,0,1
1,1,0,0,0-2,0,1,3,0,0,0,27968.49415074135,2,1,2
1,0,0,2,2-4,0,3,8,0,0,0,46168.41184036326,2,0,2
0,1,0,4,4-6,0,1,6,0,0,0,24360.69967759642,1,0,2
1,0,1,7,>=6,1,1,5,0,0,1,19850.091008004365,3,0,2
0,1,0,8,>=6,0,1,5,0,0,1,23537.5290582965,2,2,2
1,1,0,1,0-2,1,0,2,0,0,1,20499.370251049797,1,0,1
0,0,0,0,0-2,0,2,5,0,0,0,48822.52088087159,0,1,2
1,0,1,8,>=6,0,3,5,0,0,3,35628.66738781205,2,0,2
1,0,0,3,2-4,0,1,7,0,0,2,34215.97035646894,3,1,1
1,0,0,4,4-6,1,2,7,0,0,0,56170.459340674606,0,0,2
0,1,0,3,2-4,1,2,7,0,0,0,51347.30684164446,1,1,2
0,0,0,3,2-4,0,1,4,0,0,0,5555.78953793443,0,0,2
0,1,1,3,2-4,0,2,5,0,0,0,29359.147945104505,0,0,2
1,1,0,3,2-4,1,3,7,0,0,0,35664.14584564249,2,0,2
0,1,1,5,4-6,1,4,8,1,0,2,30118.674040279966,2,0,2
0,0,0,0,0-2,0,1,6,0,0,0,28778.036773923344,1,1,1
0,1,0,3,2-4,1,4,7,0,0,1,10957.740159011388,1,0,2
0,0,1,5,4-6,1,2,4,0,0,0,36272.47213923315,0,1,2
0,1,1,7,>=6,1,3,5,0,0,0,45395.994480917674,1,4,3
0,1,0,4,4-6,0,1,5,0,0,0,15050.522478281584,0,1,1
1,1,1,3,2-4,1,2,7,0,0,1,34312.88938013979,2,0,2
0,1,1,2,2-4,0,2,8,0,0,1,33363.41496195667,2,0,1
1,1,1,2,2-4,1,3,6,0,1,1,40572.76222314834,3,0,1
0,1,0,0,0-2,0,2,6,0,0,0,61225.90030535964,2,2,2
1,0,0,2,2-4,1,3,8,0,0,0,22625.219034395745,2,1,2
0,1,0,1,0-2,1,1,5,0,0,1,21716.54625399,0,0,0
0,1,1,3,2-4,1,4,9,1,0,3,59675.2436383671,1,1,3
0,0,0,0,0-2,0,2,8,0,0,1,35728.00845363435,1,2,3
0,0,1,2,2-4,0,2,6,0,0,2,11678.675819305292,2,2,3
1,1,1,5,4-6,1,2,8,0,0,0,70020.45207703197,3,0,2
1,1,1,4,4-6,1,2,7,0,1,0,22151.760002050207,2,0,3
0,0,1,2,2-4,0,2,8,0,0,1,19791.286932467643,3,2,2
0,0,0,3,2-4,1,2,8,0,0,0,31071.59924362232,1,2,0
0,0,1,3,2-4,0,2,6,0,0,1,6823.496367566637,1,2,1
1,0,0,2,2-4,0,1,6,0,0,0,31709.28007192164,3,1,2
1,1,0,1,0-2,0,2,8,0,0,1,3699.696619570055,3,0,1
1,0,1,4,4-6,1,3,8,0,0,0,24491.717079777336,3,1,2
0,1,0,1,0-2,1,1,4,0,0,0,13067.729372998983,1,2,1
0,0,0,0,0-2,0,0,5,0,0,0,13858.038418714586,1,2,2
1,0,1,8,>=6,0,2,8,0,0,1,25491.938316883567,3,0,2
0,0,0,2,2-4,0,2,6,0,0,1,33652.172813395184,2,3,1
0,0,1,4,4-6,0,2,5,0,1,0,46229.079462731825,1,1,2
0,0,0,3,2-4,0,2,4,0,0,0,9189.631474085292,0,2,1
1,1,0,4,4-6,1,0,4,0,0,1,55863.20513059231,2,0,2
1,1,1,8,>=6,1,4,7,1,1,1,39754.61544236039,3,0,2
0,1,0,3,2-4,0,1,8,0,0,1,74935.43354415658,2,2,1
0,1,1,4,4-6,1,2,6,0,0,1,28324.179107661825,2,2,2
1,0,1,3,2-4,1,3,6,0,0,2,48610.64162485114,3,1,3
1,1,1,2,2-4,1,3,9,0,1,1,59044.39880440512,2,0,2
1,1,1,4,4-6,1,3,6,0,0,0,24914.433996957334,3,0,0
0,0,0,2,2-4,0,1,6,0,0,0,4925.802041696104,0,1,2
1,0,1,4,4-6,1,1,5,0,1,0,41617.33645628692,1,0,2
1,0,0,2,2-4,1,2,5,0,0,1,17892.53629362888,3,1,3
1,1,1,6,>=6,1,2,6,0,0,1,31386.806191060576,3,0,3
1,0,1,7,>=6,0,2,6,0,1,2,33285.50886635545,3,0,1
0,0,0,3,2-4,0,2,6,0,0,0,12015.01236032061,2,0,1
0,1,0,2,2-4,0,0,1,0,0,0,33596.78942445383,1,2,2
1,0,1,7,>=6,0,3,6,0,0,1,25473.80889406983,3,0,3
1,0,0,5,4-6,0,1,6,0,0,1,12386.169268971153,1,0,1
1,0,1,7,>=6,1,2,5,0,1,1,53787.928195530694,2,0,2
1,1,1,11,>=6,1,2,8,0,0,0,27099.8561727056,3,0,2
1,1,0,0,0-2,0,1,6,0,0,0,41672.6102369719,3,1,1
1,1,1,3,2-4,1,4,7,1,1,0,54412.95436564618,3,0,3
1,1,0,2,2-4,0,2,4,0,0,0,8369.749312896238,2,0,3
0,1,1,1,0-2,1,2,7,0,1,0,17013.539912789904,1,0,2
0,1,0,3,2-4,0,2,7,0,0,0,31416.01023041314,0,0,2
1,0,1,8,>=6,0,3,9,0,0,1,36147.11929227167,2,0,2
1,0,1,6,>=6,1,2,6,0,1,1,44192.19951466925,2,0,2
1,0,1,6,>=6,1,2,4,0,1,0,49032.209083495916,3,1,1
1,0,1,5,4-6,1,3,6,0,0,0,39803.9167169901,3,0,3
1,1,1,1,0-2,1,4,10,0,0,1,50808.17922004404,3,0,3
1,0,1,2,2-4,0,1,4,0,0,0,42567.81691834809,3,0,1
0,1,1,2,2-4,1,2,7,0,0,1,63234.95486324849,2,0,2
1,0,0,5,4-6,0,0,5,0,0,3,22410.56478192908,3,0,2
0,0,1,2,2-4,0,1,6,0,0,1,29540.969990785597,3,0,2
0,1,0,1,0-2,1,3,8,0,1,0,21287.37101101506,0,1,2
0,1,1,1,0-2,1,4,7,1,1,1,40568.372077112275,2,1,1
1,1,1,6,>=6,1,3,4,0,1,2,46384.83302362536,3,0,3
1,0,1,1,0-2,0,2,7,0,0,0,50833.59736741733,2,0,1
1,0,1,7,>=6,0,1,6,0,0,1,35102.72373215366,3,0,2
0,1,1,3,2-4,0,3,7,0,0,1,21072.53634879793,1,1,2
1,1,0,3,2-4,1,2,6,0,0,0,19927.860363985274,2,0,1
1,1,1,4,4-6,1,3,7,0,1,0,26921.874205530403,2,0,2
1,0,1,2,2-4,1,2,6,0,1,0,4273.976185332831,3,0,3
0,0,1,6,>=6,0,2,5,0,1,0,27452.7987975043,2,1,2
1,0,1,6,>=6,1,3,8,0,0,1,31551.657101233446,2,0,2
0,0,1,7,>=6,1,3,5,0,1,1,20305.929322616343,2,1,1
0,1,1,6,>=6,0,2,4,0,1,2,35993.96811447907,1,1,1
1,0,0,1,0-2,0,1,2,0,0,0,10825.476883183175,0,2,1
1,1,1,4,4-6,1,4,7,1,1,0,62130.99546151632,3,0,3
1,1,1,5,4-6,1,3,6,0,0,2,27395.51036982282,2,0,2
1,0,0,1,0-2,1,2,9,0,0,1,29594.32721261513,0,1,3
0,0,1,2,2-4,0,3,6,0,0,0,30570.1837850608,1,3,2
0,1,0,1,0-2,0,1,4,0,0,1,52903.88463474736,1,1,0
1,0,1,1,0-2,0,1,5,0,0,0,1745.1341244988616,2,0,3
1,0,0,0,0-2,1,2,7,0,0,0,62357.77007347207,2,0,2
0,1,1,4,4-6,1,1,6,0,0,2,51344.63532117909,0,0,2
1,0,0,1,0-2,0,2,8,0,0,0,22753.570314992707,1,0,3
1,0,0,3,2-4,0,2,5,0,1,1,32972.86095842691,3,0,2
1,1,0,5,4-6,1,3,8,0,0,0,33076.21394455834,1,0,1
1,0,1,4,4-6,1,2,6,0,0,0,28924.546389578125,3,0,2
1,1,0,1,0-2,0,2,9,0,1,0,34060.83621966368,3,1,3
1,0,1,8,>=6,1,3,8,0,0,1,68238.13967134917,1,0,2
1,0,1,2,2-4,1,3,8,0,0,1,24624.258996449058,3,0,3
0,0,1,6,>=6,1,1,6,0,0,0,14754.587803658207,3,2,3
1,1,1,6,>=6,0,4,9,1,0,1,38579.16496227195,3,0,3
1,1,1,4,4-6,1,3,9,0,1,0,66946.22273061088,3,0,3
1,1,1,2,2-4,1,3,5,0,1,0,38990.040089807444,2,0,2
0,1,1,6,>=6,1,4,7,1,0,3,33891.659191843784,0,0,1
1,1,1,8,>=6,1,2,6,0,0,1,30714.79113919744,3,0,2
0,1,1,2,2-4,1,2,5,0,1,0,27607.0213068344,1,3,3
0,0,1,4,4-6,0,2,6,0,1,0,38452.376631885476,2,0,1
0,1,0,1,0-2,0,2,7,0,0,0,35518.72358752203,0,1,1
0,0,0,2,2-4,0,1,3,0,0,1,920.8151583234139,0,0,2
0,1,1,4,4-6,1,3,6,0,1,2,38509.21686657765,2,1,1
0,0,1,5,4-6,0,3,7,0,0,1,34372.54561699799,0,5,0
1,1,1,6,>=6,1,2,8,0,0,3,34138.59783806099,3,0,2
0,0,0,2,2-4,0,1,2,0,0,0,27119.568044499807,0,0,2
1,0,0,1,0-2,1,3,6,0,0,0,23537.44878831676,1,1,1
0,1,1,3,2-4,1,3,7,0,0,1,29998.08949673522,3,2,3
0,1,1,3,2-4,1,2,8,0,0,0,41715.82484076968,0,0,2
1,1,1,0,0-2,1,3,7,0,0,0,71280.99683259142,2,0,3
1,0,1,12,>=6,1,4,9,1,0,2,25624.525513662426,3,0,3
0,1,1,2,2-4,1,2,7,0,0,2,39427.02602947701,1,2,2
0,1,1,3,2-4,0,4,7,1,0,1,24715.234410178644,3,2,3
1,1,1,8,>=6,1,3,6,0,1,0,89956.38767218645,2,0,2
0,0,1,2,2-4,1,3,8,0,0,2,31583.95668426426,0,0,1
1,0,1,2,2-4,1,3,8,0,1,0,29518.7267091127,3,0,1
0,0,0,0,0-2,0,2,9,0,0,1,24840.087024446373,0,1,2
0,0,0,3,2-4,0,2,6,0,0,0,12921.79431235226,1,0,1
0,0,0,4,4-6,0,1,7,0,0,1,15760.192928551529,1,2,0
0,0,0,3,2-4,0,3,8,0,0,0,22280.42852607371,0,1,1
1,1,0,1,0-2,0,2,2,0,0,0,35768.9354244736,2,0,1
0,0,0,3,2-4,1,1,8,0,0,0,22619.720245462664,1,1,2
0,1,1,6,>=6,1,4,6,1,0,1,42561.65809563682,0,1,2
0,1,1,3,2-4,0,4,9,1,1,1,48122.13815865067,0,2,1
1,0,1,1,0-2,1,3,5,0,0,0,46428.82873531719,2,0,1
1,1,1,3,2-4,1,3,7,0,0,0,52135.9069683316,3,0,2
0,1,0,2,2-4,0,1,4,0,0,1,24261.186504647645,1,0,1
0,0,0,3,2-4,0,4,10,0,0,0,13028.773536990508,2,1,1
1,1,0,2,2-4,1,1,5,0,1,1,33434.98177451506,2,0,0
1,0,0,4,4-6,0,0,3,0,0,1,34333.05637946511,1,0,3
0,1,1,9,>=6,1,4,6,1,0,0,32801.24480947521,2,0,3
1,1,1,5,4-6,1,0,2,0,0,1,23439.634602917955,3,0,1
1,0,1,3,2-4,1,1,6,0,0,1,37535.73806475877,3,0,1
0,0,1,5,4-6,0,1,4,0,0,0,46446.95862865669,3,1,2
1,1,1,8,>=6,1,3,8,0,1,0,27960.662164897538,3,0,2
1,0,1,13,>=6,0,2,6,0,0,0,14313.300984005116,3,0,2
0,0,0,2,2-4,0,0,5,0,0,0,5055.236068917031,1,1,2
1,0,0,3,2-4,0,2,7,0,0,1,37873.80579899023,1,1,1
0,0,1,1,0-2,1,2,6,0,0,0,24837.348575676046,0,2,2
1,0,0,4,4-6,0,1,6,0,0,1,20386.61827709255,1,3,1
0,0,0,1,0-2,0,4,8,1,0,0,11991.998021447298,2,1,3
1,0,1,2,2-4,0,1,3,0,0,1,36052.69383071398,2,0,3
0,1,1,6,>=6,0,2,7,0,0,1,38435.78028244097,2,0,2
1,1,0,4,4-6,1,2,3,0,1,1,29776.09429586563,1,0,1
0,1,0,3,2-4,0,2,6,0,0,0,36546.0640268031,2,0,1
1,1,0,2,2-4,0,2,6,0,0,0,30567.23681996996,1,0,3
1,1,0,0,0-2,0,0,1,0,0,1,54906.81872079303,2,0,1
1,0,0,4,4-6,0,1,3,0,1,2,39119.24287437148,2,0,0
0,1,0,0,0-2,1,1,6,0,1,0,26985.113267109216,1,0,2
0,0,1,5,4-6,0,3,6,0,0,1,44504.270344360106,1,0,1
0,1,0,0,0-2,0,2,5,0,0,0,32575.38796158682,2,1,1
0,0,1,7,>=6,0,2,7,0,0,0,53622.876639956776,3,0,2
0,0,0,2,2-4,0,2,6,0,0,3,20763.250796935365,1,0,3
1,0,1,5,4-6,1,4,9,0,1,1,47057.76619565036,3,0,2
0,0,0,1,0-2,0,1,3,0,0,1,23583.8634296831,0,0,3
1,0,0,2,2-4,0,3,6,0,0,1,0,1,0,2
0,1,1,4,4-6,0,3,6,0,1,2,47250.08969026824,2,0,3
0,1,0,2,2-4,1,1,8,0,0,0,21684.437165498806,0,0,2
1,1,1,9,>=6,1,2,7,0,0,1,43495.248034003,2,0,2
0,0,0,4,4-6,0,1,7,0,0,0,12999.317024845508,1,2,1
0,0,0,2,2-4,0,2,8,0,0,0,32607.959185959422,0,2,2
1,1,1,4,4-6,1,2,6,0,0,0,60422.534704950405,2,0,1
1,1,0,3,2-4,1,1,6,0,0,0,27558.605241404734,2,0,2
0,0,0,4,4-6,0,1,6,0,0,0,8444.798218151402,3,2,2
0,1,1,2,2-4,1,2,7,0,1,1,15185.255077118502,3,1,3
1,0,0,9,>=6,0,0,5,0,0,1,13506.273219583121,2,0,1
0,0,1,4,4-6,1,1,7,0,0,1,44305.798075447514,0,1,2
1,1,1,8,>=6,1,1,6,0,0,0,76744.63653656951,3,0,1
0,1,0,4,4-6,0,1,6,0,0,1,34629.467641152194,0,1,2
0,1,1,8,>=6,1,2,6,0,1,0,62423.20663273515,2,0,3
0,0,0,0,0-2,0,1,3,0,0,0,46193.877095075935,1,2,2
1,1,0,2,2-4,0,2,5,0,0,0,45705.40880214935,2,0,0
0,1,0,3,2-4,0,2,3,0,0,0,18315.468218574984,1,1,1
1,1,1,3,2-4,1,4,8,1,1,0,44671.57931004748,3,0,2
0,1,0,1,0-2,0,4,9,1,0,1,19620.89332621333,2,0,2
0,1,0,2,2-4,0,2,7,0,0,0,24371.707453170755,1,0,1
1,0,0,1,0-2,0,3,5,0,0,1,11088.739656165413,2,0,1
1,0,0,1,0-2,0,3,7,0,1,2,25745.87428261811,1,0,2
1,0,0,3,2-4,1,0,2,0,0,0,13967.676037892272,1,1,2
0,1,0,3,2-4,0,3,8,0,0,0,42524.791357014525,0,1,2
1,1,0,2,2-4,0,2,6,0,0,0,4420.965776315283,0,1,1
0,0,0,3,2-4,0,3,8,0,1,0,29863.711417884646,0,2,0
0,0,1,5,4-6,1,2,5,0,0,0,28154.054254372164,0,0,3
0,0,1,2,2-4,0,2,7,0,0,0,48163.93384671961,2,1,0
0,1,1,2,2-4,1,2,4,0,0,1,41772.02210226363,1,1,1
1,0,0,3,2-4,0,2,5,0,0,0,12780.813376003749,3,0,1
0,0,1,5,4-6,1,1,3,0,1,0,36363.392153602486,1,0,2
1,0,1,3,2-4,1,3,3,0,0,0,33008.833702086224,1,0,2
0,0,0,3,2-4,0,1,8,0,0,0,18190.664095675376,1,2,2
0,1,1,2,2-4,0,1,4,0,0,1,43901.16975540051,0,0,3
1,1,1,1,0-2,1,4,9,1,1,1,29846.30347321301,3,0,3
0,1,0,1,0-2,0,1,6,0,0,0,14608.912615830588,1,3,1
1,0,0,0,0-2,0,3,8,0,0,0,23369.9346448366,2,0,2
1,0,1,9,>=6,1,2,6,0,0,0,53841.25579660771,3,0,2
0,0,1,1,0-2,0,3,7,0,1,1,52462.65129327111,1,1,2
0,0,0,8,>=6,0,4,7,1,1,0,28335.800024002674,2,3,3
0,1,1,7,>=6,1,3,6,0,0,0,57236.507548799695,2,2,1
1,0,0,2,2-4,0,0,4,0,0,0,35809.92323653234,2,0,2
1,0,0,2,2-4,1,3,10,0,0,0,27586.988402851544,3,1,3
0,1,0,1,0-2,1,2,8,0,0,0,46236.745869982245,0,0,2
1,0,0,5,4-6,1,0,5,0,0,1,35581.436964438995,3,1,1
0,1,1,5,4-6,1,3,7,0,1,0,40247.04306493994,2,0,2
0,0,1,9,>=6,1,3,7,0,0,0,39979.691916955606,2,0,2
0,0,0,5,4-6,0,3,5,0,1,0,30521.450510644903,1,2,2
1,1,0,0,0-2,0,1,4,0,0,0,37316.01051751044,1,0,1
0,1,1,3,2-4,1,2,7,0,0,1,35195.82379727102,2,0,1
0,0,1,5,4-6,0,2,6,0,1,0,41251.18641006224,1,0,1
0,1,0,3,2-4,0,2,2,0,0,1,34347.5733543978,0,1,0
0,1,1,5,4-6,0,2,6,0,0,2,52993.91225919061,2,0,3
0,1,1,4,4-6,1,2,6,0,0,0,40839.73004477837,1,0,3
0,0,0,0,0-2,0,1,4,0,0,0,41996.502201297626,0,1,2
0,0,0,1,0-2,0,4,9,1,1,1,36370.099964626905,1,1,1
0,1,1,6,>=6,0,4,9,1,0,0,38324.61629341835,2,2,2
1,1,0,1,0-2,0,4,7,0,0,0,18657.50631748887,2,0,2
0,1,1,6,>=6,0,1,5,0,1,0,38095.65903363669,2,1,2
1,1,0,4,4-6,0,3,7,0,0,0,32018.177907511126,2,0,1
0,0,1,4,4-6,1,1,3,0,0,0,44142.16902797611,1,1,2
1,1,1,4,4-6,1,3,8,0,0,1,17830.661196109548,3,0,3
0,1,1,3,2-4,1,3,7,0,0,1,48186.18331751956,2,0,2
0,0,1,2,2-4,0,3,7,0,0,0,23381.173815561586,1,1,1
1,0,1,3,2-4,0,4,9,1,1,1,44251.8987102659,3,0,1
1,1,1,5,4-6,1,3,6,0,1,1,49034.566437663954,3,0,2
0,0,1,0,0-2,0,3,9,0,0,0,18242.610921686173,1,1,2
1,0,1,5,4-6,1,4,9,1,1,1,18635.903258001683,3,0,3
0,1,1,2,2-4,1,3,7,0,0,1,61592.58503281974,2,0,3
1,0,1,7,>=6,1,4,10,1,1,3,48217.70211792426,3,0,3
1,0,1,7,>=6,1,1,3,0,1,1,21088.348369417134,3,0,1
1,0,1,4,4-6,1,3,6,0,0,1,19344.193264314643,3,0,2
1,1,1,5,4-6,1,2,8,0,1,0,55857.63455341759,3,0,3
1,0,0,2,2-4,1,3,7,0,0,0,43438.75593834051,0,1,2
0,0,0,0,0-2,0,1,5,0,0,1,29477.038478868835,1,1,2
1,0,1,2,2-4,0,2,7,0,0,0,27261.278693360036,3,0,1
1,0,0,1,0-2,1,1,5,0,0,1,39610.501273847956,1,1,2
0,0,0,3,2-4,0,0,4,0,0,0,23283.419724971696,2,1,1
1,1,1,9,>=6,1,2,5,0,1,0,41113.15748178591,2,0,1
1,0,0,1,0-2,1,2,8,0,1,0,48925.366149638474,2,0,1
1,1,1,6,>=6,1,3,7,0,1,0,33217.18088181528,3,0,0
0,1,0,3,2-4,0,2,7,0,1,1,20095.800639023346,1,0,2
1,1,1,5,4-6,1,4,9,1,1,0,36125.006908841235,3,0,3
0,1,1,3,2-4,1,3,7,0,0,0,5720.088127725652,2,1,3
1,1,0,2,2-4,0,3,9,0,0,1,39155.86597441387,3,0,2
1,1,0,1,0-2,1,3,9,0,1,1,35393.96783663173,3,0,3
1,0,1,1,0-2,0,0,6,0,0,1,41890.41391264373,1,0,1
0,1,1,4,4-6,1,4,8,1,1,1,78135.02070193866,2,0,1
1,0,0,1,0-2,0,1,6,0,0,0,55484.678869246316,1,0,2
1,0,0,3,2-4,0,1,5,0,0,0,31291.483795687443,1,0,2
0,0,0,2,2-4,0,0,4,0,0,0,41494.25412626931,2,1,2
1,0,0,3,2-4,1,2,5,0,0,0,11570.585685053478,2,0,1
1,0,1,4,4-6,1,2,6,0,1,1,23894.59955138514,3,0,2
1,1,0,2,2-4,1,2,4,0,0,2,58825.73560778358,2,0,2
0,1,0,4,4-6,0,2,7,0,0,0,18608.412923235468,1,0,1
0,1,0,1,0-2,1,0,6,0,0,3,0,0,0,2
1,0,1,4,4-6,1,3,10,0,1,0,40419.96638867616,2,0,3
0,1,0,1,0-2,0,1,4,0,0,1,14697.683236316645,1,1,2
0,1,1,3,2-4,1,3,5,0,1,1,37656.83970126556,1,1,2
1,0,1,7,>=6,1,3,8,0,1,0,42890.062062848556,2,2,3
0,1,0,2,2-4,1,1,2,0,0,0,13790.230072406084,0,0,2
0,0,0,1,0-2,0,0,3,0,0,1,42493.093953814256,1,0,1
0,0,1,3,2-4,0,1,5,0,0,0,26416.40893359983,0,0,0
0,1,0,3,2-4,0,3,7,0,0,0,35329.252830438716,0,2,1
1,0,1,5,4-6,1,3,8,0,0,0,46881.948178991,2,0,0
0,1,1,4,4-6,0,4,9,1,0,0,26496.71123366824,2,2,2
0,1,1,5,4-6,1,2,5,0,0,2,62298.27834370157,1,1,2
1,0,0,4,4-6,0,1,6,0,1,0,31064.560461167137,2,0,2
0,0,0,3,2-4,0,2,6,0,0,0,23207.531348794422,2,1,1
0,1,1,6,>=6,1,3,6,0,1,1,30402.048642127003,1,1,2
0,0,0,2,2-4,0,1,3,0,1,0,24917.261707152924,0,1,2
1,0,0,2,2-4,0,2,5,0,0,0,35097.00119453184,2,0,1
0,0,0,1,0-2,1,2,6,0,0,0,15475.793736121193,1,2,3
1,1,0,1,0-2,1,1,4,0,1,1,31475.62121287764,0,0,2
0,1,0,1,0-2,0,2,7,0,0,0,36198.29248871464,1,0,2
0,0,1,1,0-2,0,1,5,0,0,1,19053.84077977213,1,0,1
0,0,1,7,>=6,0,3,4,0,1,0,37966.936286400676,0,0,3
0,1,1,1,0-2,1,4,8,1,1,1,52078.26726612005,3,1,2
1,0,1,6,>=6,1,2,6,0,1,1,19264.282729162514,3,1,2
0,1,0,1,0-2,1,2,6,0,1,0,49018.54925898,0,2,1
0,0,0,3,2-4,0,2,8,0,0,0,2593.159139057927,1,1,2
0,0,0,1,0-2,0,1,5,0,0,2,15988.902898633738,0,1,1
1,1,1,10,>=6,1,2,5,0,0,0,41946.52663500983,3,0,1
1,1,1,3,2-4,1,4,8,1,1,0,80402.68326040555,2,0,2
